1,пог. м
2,проба
3,откачка
4,км
5,кв. км
6,объект
7,скважина
8,пог. км
9,профиль
10,образец
11,шлиф
14,обследование
15,м
16,наблюдение
17,снимок
18,запись
19,шт.
20,испытание
22,горная выработка
23,куб. м
24,анализ
